,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
4216,3.5,no,bulori,1 (mono),2015-05-01,both,130,XC256974.mp3,both,Bullock's Oriole,4-6,XC256974 Bullock's Oriole (Icterus bullockii),"[""Callipepla gambelii_Gambel's Quail"", 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Icterus cucullatus_Hooded Oriole', ""Leiothlypis luciae_Lucy's Warbler"", ""Callipepla gambelii_Gambel's Quail"", ""Tyrannus vociferans_Cassin's Kingbird"", 'Cardinalis sinuatus_Pyrrhuloxia']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"calls while fighting, song",1400 m,"starts with a fight between two adult male Bullock's Orioles in the short mesquites that is the typical dawn song area, the fight continuing to 0:19 when the actual sounds during combat go on for two seconds ; an adult male Hooded also present and calling but quickly out of it if actually involved at all; the Bullock's moved off and sorted things out, and one returned and did more of the early-season dawn rattling, but there was also typical dawn song at 1:18 with a variety of interesting notes; then audible wing beats and faint ree-ree-ree suggesting another fight; too dark to see what was going on;",128000 (bps),mp3,both,Gambel's Quail (Callipepla gambelii); Brown-crested Flycatcher (Myiarchus tyrannulus); Hooded Oriole (Icterus cucullatus); Lucy's Warbler (Leiothlypis luciae); Gambel's Quail (Callipepla gambelii); Cassin's Kingbird (Tyrannus vociferans); Pyrrhuloxia (Cardinalis sinuatus),256974,https://www.xeno-canto.org/256974,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),05:12,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4217,3.5,no,bulori,1 (mono),2014-07-12,decreasing,207,XC256975.mp3,level,Bullock's Oriole,7-20,XC256975 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Melozone fusca_Canyon Towhee', ""Tyrannus vociferans_Cassin's Kingbird"", 'Campylorhynchus brunneicapillus_Cactus Wren', 'Myiarchus tyrannulus_Brown-crested Flycatcher']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, excited flight call, song",1400 m,"series of chases involving up to three birds, the adult male often recorded, and one to two birds that are not adult males (it is still quite dark), so I don't know if it is sexual or agonistic (it is late in the breeding season, with young ready to fledge or fledged); includes the excited flight call repeatedly, a ree-ree-ree-ree . . . . e.g., at 1:19.2 and 2:09.6 and 2:30.5; interval shortened at 0:17 by about 35 seconds; 2nd recording of these individuals",128000 (bps),mp3,level,House Finch (Haemorhous mexicanus); Canyon Towhee (Melozone fusca); Cassin's Kingbird (Tyrannus vociferans); Cactus Wren (Campylorhynchus brunneicapillus); Brown-crested Flycatcher (Myiarchus tyrannulus),256975,https://www.xeno-canto.org/256975,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),04:51,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4218,3.5,no,bulori,1 (mono),2014-07-12,decreasing,34,XC256976.mp3,level,Bullock's Oriole,7-20,XC256976 Bullock's Oriole (Icterus bullockii),['Haemorhous mexicanus_House Finch'],yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, excited flight call",1400 m,"1st recording of these individuals; excited flight ree-ree-ree . . .  call given by adult male while moving rapidly through sycamore trees after giving dawn song in the mesquites, then returned to the mesquites after 0:25, each section of call probably being between a perch; best after 0:12",128000 (bps),mp3,level,House Finch (Haemorhous mexicanus),256976,https://www.xeno-canto.org/256976,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),04:47,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4219,3.5,no,bulori,1 (mono),2014-08-16,level,53,XC256977.mp3,level,Bullock's Oriole,1-3,XC256977 Bullock's Oriole (Icterus bullockii),"['Zenaida macroura_Mourning Dove', 'Sayornis nigricans_Black Phoebe']",yes,Icterus bullockii," San Simon Cienega, Cochise County, Arizona",32.084,44100 (Hz),"call, calls in flight, subsong",1100 m,"flight calls from start to 0:18, then one subsong of simple day song at 0:18 by a HY bird, then mix of calls and rattles perched and in flight from a flock of nine diurnal migrant birds",128000 (bps),mp3,level,Mourning Dove (Zenaida macroura); Black Phoebe (Sayornis nigricans),256977,https://www.xeno-canto.org/256977,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.051,0-3(s),08:48,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4220,4.5,no,bulori,1 (mono),2014-07-15,level,128,XC256982.mp3,level,Bullock's Oriole,7-20,XC256982 Bullock's Oriole (Icterus bullockii),"[""Tyrannus vociferans_Cassin's Kingbird"", 'Melozone fusca_Canyon Towhee', 'Zenaida asiatica_White-winged Dove']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"rattle, song",1400 m,"same adult male as usual in mesquites at dawn, giving mostly a rattle series this morning with three songs interspersed, the songs closer to day song than dawn song, but in between",128000 (bps),mp3,level,Cassin's Kingbird (Tyrannus vociferans); Canyon Towhee (Melozone fusca); White-winged Dove (Zenaida asiatica),256982,https://www.xeno-canto.org/256982,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),04:43,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4221,4.5,no,bulori,1 (mono),2013-05-03,level,146,XC256983.mp3,level,Bullock's Oriole,>20,XC256983 Bullock's Oriole (Icterus bullockii),"[""Thryomanes bewickii_Bewick's Wren"", 'Zenaida asiatica_White-winged Dove', 'Zenaida macroura_Mourning Dove', 'Spinus pinus_Pine Siskin', 'Myiarchus tyrannulus_Brown-crested Flycatcher']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),rattle,1400 m,"many long rattles from two adult males; not sure why all the rattling; a third bird in the background; both adult males, the primary bird feeding during this time",128000 (bps),mp3,level,Bewick's Wren (Thryomanes bewickii); White-winged Dove (Zenaida asiatica); Mourning Dove (Zenaida macroura); Pine Siskin (Spinus pinus); Brown-crested Flycatcher (Myiarchus tyrannulus),256983,https://www.xeno-canto.org/256983,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,6-10(s),05:45,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4222,4.5,no,bulori,1 (mono),2013-04-27,level,44,XC256984.mp3,level,Bullock's Oriole,1-3,XC256984 Bullock's Oriole (Icterus bullockii),"['Zenaida asiatica_White-winged Dove', ""Callipepla gambelii_Gambel's Quail"", 'Selasphorus platycercus_Broad-tailed Hummingbird']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"cherk call, rattle",1400 m,adult male giving rattles and cherk calls (two types),128000 (bps),mp3,level,White-winged Dove (Zenaida asiatica); Gambel's Quail (Callipepla gambelii); Broad-tailed Hummingbird (Selasphorus platycercus),256984,https://www.xeno-canto.org/256984,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),07:06,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4223,4.5,no,bulori,1 (mono),2015-04-23,both,40,XC256985.mp3,level,Bullock's Oriole,7-20,XC256985 Bullock's Oriole (Icterus bullockii),"['Aphelocoma wollweberi_Mexican Jay', 'Spinus pinus_Pine Siskin', ""Callipepla gambelii_Gambel's Quail"", 'Cardinalis cardinalis_Northern Cardinal']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"cherk call, song",1400 m,"cherk calls, a rattle, and several day songs from an adult male; interval shortened at 0:32",128000 (bps),mp3,both,Mexican Jay (Aphelocoma wollweberi); Pine Siskin (Spinus pinus); Gambel's Quail (Callipepla gambelii); Northern Cardinal (Cardinalis cardinalis),256985,https://www.xeno-canto.org/256985,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),07:32,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4224,4.5,no,bulori,1 (mono),2015-06-09,increasing,87,XC256986.mp3,level,Bullock's Oriole,1-3,XC256986 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Icterus cucullatus_Hooded Oriole', 'Columbina inca_Inca Dove', 'Campylorhynchus brunneicapillus_Cactus Wren', 'Passerina caerulea_Blue Grosbeak', 'Dryobates scalaris_Ladder-backed Woodpecker']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, cherk call, clear call, rattle, song",1400 m,"giving clear (Phainopepla like) whistled call from the start, also chek call, rattles, and one day song (1:07), mostly from down in mesquites, also up on an agave stalk; adult male",128000 (bps),mp3,level,House Finch (Haemorhous mexicanus); Brown-crested Flycatcher (Myiarchus tyrannulus); Hooded Oriole (Icterus cucullatus); Inca Dove (Columbina inca); Cactus Wren (Campylorhynchus brunneicapillus); Blue Grosbeak (Passerina caerulea); Ladder-backed Woodpecker (Dryobates scalaris),256986,https://www.xeno-canto.org/256986,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),05:43,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4225,3.5,no,bulori,1 (mono),2013-05-16,decreasing,208,XC259523.mp3,level,Bullock's Oriole,4-6,XC259523 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Icterus cucullatus_Hooded Oriole', ""Callipepla gambelii_Gambel's Quail""]",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, excited flight call, rattle",1400 m,"Bullock's Oriole adult male low in short mesquites before sunrise, only a few rattles, but often audible wingbeats that I believe are deliberate, and odd, slightly ringing ree-ree-ree sounds that are the excited flight calls of the oriole, finally as it flew out past me
ree-ree-ree ringing sounds:  0:04.5, 0:25 to 0:40, 0:49, 0:56, 1:27, 1:48, 2:04, 2:38, and 3:01 (closest); these seem to continue as the bird is rattling, or is it another bird?  I have heard them a couple of other times, always linked circumstantially to Bullock's Oriole
wingbeats:  0:12, 1:31, 1:40, 3:14  as it moved around",128000 (bps),mp3,level,House Finch (Haemorhous mexicanus); Brown-crested Flycatcher (Myiarchus tyrannulus); Hooded Oriole (Icterus cucullatus); Gambel's Quail (Callipepla gambelii),259523,https://www.xeno-canto.org/259523,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),05:11,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4226,4.5,no,bulori,1 (mono),2013-05-19,level,11,XC259578.mp3,level,Bullock's Oriole,7-20,XC259578 Bullock's Oriole (Icterus bullockii),['Icterus cucullatus_Hooded Oriole'],yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, excited flight call, rattle",1400 m,"I still can' t figure out the odd sounds from Bullock's Oriole, a section at 0:01 that ends with audible wing snaps, and then a rattle with more of this type of excited flight call, I believe as the bird flew by at close range at 0:09 just after the rattle",128000 (bps),mp3,level,Hooded Oriole (Icterus cucullatus),259578,https://www.xeno-canto.org/259578,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),05:02,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4227,3.5,no,bulori,1 (mono),2009-05-23,level,37,XC259620.mp3,level,Bullock's Oriole,>20,XC259620 Bullock's Oriole (Icterus bullockii),"[""Tyrannus vociferans_Cassin's Kingbird"", 'Melozone fusca_Canyon Towhee', 'Patagioenas fasciata_Band-tailed Pigeon', 'Sitta carolinensis_White-breasted Nuthatch', 'Lampornis clemenciae_Blue-throated Mountain-gem', 'Zenaida asiatica_White-winged Dove']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, chert and cherk calls, rattle",1400 m,,128000 (bps),mp3,level,Cassin's Kingbird (Tyrannus vociferans); Canyon Towhee (Melozone fusca); Band-tailed Pigeon (Patagioenas fasciata); White-breasted Nuthatch (Sitta carolinensis); Blue-throated Mountaingem (Lampornis clemenciae); White-winged Dove (Zenaida asiatica),259620,https://www.xeno-canto.org/259620,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),06:45,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4228,3.5,no,bulori,1 (mono),2013-04-26,both,95,XC260163.mp3,level,Bullock's Oriole,7-20,XC260163 Bullock's Oriole (Icterus bullockii),"['Archilochus alexandri_Black-chinned Hummingbird', ""Eugenes fulgens_Rivoli's Hummingbird"", ""Callipepla gambelii_Gambel's Quail"", 'Spinus pinus_Pine Siskin', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Zenaida macroura_Mourning Dove']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, song",1400 m,"last calls and last song were after it flew over to a mesquite where there was a female, but the male then flew off a long way after the last rattle",128000 (bps),mp3,both,Black-chinned Hummingbird (Archilochus alexandri); Rivoli's Hummingbird (Eugenes fulgens); Gambel's Quail (Callipepla gambelii); Pine Siskin (Spinus pinus); Brown-crested Flycatcher (Myiarchus tyrannulus); Mourning Dove (Zenaida macroura),260163,https://www.xeno-canto.org/260163,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),06:18,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4229,3.5,no,bulori,1 (mono),2015-04-23,both,120,XC260164.mp3,level,Bullock's Oriole,7-20,XC260164 Bullock's Oriole (Icterus bullockii),"['Myiarchus tuberculifer_Dusky-capped Flycatcher', 'Zenaida macroura_Mourning Dove', 'Aphelocoma wollweberi_Mexican Jay', 'Spinus pinus_Pine Siskin', 'Cardinalis sinuatus_Pyrrhuloxia', 'Campylorhynchus brunneicapillus_Cactus Wren', 'Zenaida asiatica_White-winged Dove', 'Myiarchus tyrannulus_Brown-crested Flycatcher']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, song",1400 m,"adult male; songs, a few calls and rattles; same bird as recording from five minutes earlier, and possibly earlier this morning;",128000 (bps),mp3,both,Dusky-capped Flycatcher (Myiarchus tuberculifer); Mourning Dove (Zenaida macroura); Mexican Jay (Aphelocoma wollweberi); Pine Siskin (Spinus pinus); Pyrrhuloxia (Cardinalis sinuatus); Cactus Wren (Campylorhynchus brunneicapillus); White-winged Dove (Zenaida asiatica); Brown-crested Flycatcher (Myiarchus tyrannulus),260164,https://www.xeno-canto.org/260164,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),07:37,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4230,4.5,no,bulori,1 (mono),2015-05-29,both,209,XC260167.mp3,level,Bullock's Oriole,7-20,XC260167 Bullock's Oriole (Icterus bullockii),"['Cardinalis sinuatus_Pyrrhuloxia', ""Leiothlypis luciae_Lucy's Warbler"", 'Campylorhynchus brunneicapillus_Cactus Wren', ""Icterus bullockii_Bullock's Oriole"", 'Patagioenas fasciata_Band-tailed Pigeon', 'Zenaida asiatica_White-winged Dove', 'Aphelocoma wollweberi_Mexican Jay', 'Zenaida macroura_Mourning Dove', 'Dryobates scalaris_Ladder-backed Woodpecker']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),song,1400 m,song by one-year-old male from the top of a tall mesquite; interval shortened at 1:10 after it changed perches to another mesquite,128000 (bps),mp3,both,Pyrrhuloxia (Cardinalis sinuatus); Lucy's Warbler (Leiothlypis luciae); Cactus Wren (Campylorhynchus brunneicapillus); Bullock's Oriole (Icterus bullockii); Band-tailed Pigeon (Patagioenas fasciata); White-winged Dove (Zenaida asiatica); Mexican Jay (Aphelocoma wollweberi); Mourning Dove (Zenaida macroura); Ladder-backed Woodpecker (Dryobates scalaris),260167,https://www.xeno-canto.org/260167,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),12:55,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4231,4.5,no,bulori,1 (mono),2013-06-03,both,403,XC260191.mp3,both,Bullock's Oriole,>20,XC260191 Bullock's Oriole (Icterus bullockii),"['Myiarchus tyrannulus_Brown-crested Flycatcher', 'Piranga rubra_Summer Tanager', ""Callipepla gambelii_Gambel's Quail"", 'Haemorhous mexicanus_House Finch', 'Zenaida asiatica_White-winged Dove', 'Melozone fusca_Canyon Towhee', 'Toxostoma curvirostre_Curve-billed Thrasher', 'Myiarchus cinerascens_Ash-throated Flycatcher', 'Pipilo maculatus_Spotted Towhee', ""Leiothlypis luciae_Lucy's Warbler""]",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song",1400 m,"song by adult male from mesquites below the top, but with a view out (not buried); mostly rattles, especially early, more complex song phrases only from 5:00 to 6:40 when it flew back to the sycamores; this is about 45 minutes before sunrise, an hour before the sun reaches this spot; longest complex song after 5:33",128000 (bps),mp3,level,Brown-crested Flycatcher (Myiarchus tyrannulus); Summer Tanager (Piranga rubra); Gambel's Quail (Callipepla gambelii); House Finch (Haemorhous mexicanus); White-winged Dove (Zenaida asiatica); Canyon Towhee (Melozone fusca); Curve-billed Thrasher (Toxostoma curvirostre); Ash-throated Flycatcher (Myiarchus cinerascens); Spotted Towhee (Pipilo maculatus); Lucy's Warbler (Leiothlypis luciae),260191,https://www.xeno-canto.org/260191,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,>10(s),04:35,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4232,4.5,no,bulori,1 (mono),2013-06-14,both,85,XC260196.mp3,both,Bullock's Oriole,>20,XC260196 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Melozone fusca_Canyon Towhee', 'Myiarchus tyrannulus_Brown-crested Flycatcher']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song",1400 m,some good sections of complex dawn song;filtered bad power line interference;about 35 minutes before sunrise,128000 (bps),mp3,both,House Finch (Haemorhous mexicanus); Canyon Towhee (Melozone fusca); Brown-crested Flycatcher (Myiarchus tyrannulus),260196,https://www.xeno-canto.org/260196,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,6-10(s),04:40,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4233,4.5,no,bulori,1 (mono),2015-04-23,both,480,XC261334.mp3,level,Bullock's Oriole,7-20,XC261334 Bullock's Oriole (Icterus bullockii),"['Myiarchus tyrannulus_Brown-crested Flycatcher', 'Spinus pinus_Pine Siskin', 'Selasphorus platycercus_Broad-tailed Hummingbird', 'Toxostoma curvirostre_Curve-billed Thrasher', ""Callipepla gambelii_Gambel's Quail"", 'Haemorhous mexicanus_House Finch', 'Campylorhynchus brunneicapillus_Cactus Wren', 'Cynanthus latirostris_Broad-billed Hummingbird', 'Melanerpes formicivorus_Acorn Woodpecker', 'Zenaida macroura_Mourning Dove', 'Aphelocoma wollweberi_Mexican Jay', 'Cardinalis sinuatus_Pyrrhuloxia', 'Dryobates scalaris_Ladder-backed Woodpecker', 'Melozone fusca_Canyon Towhee']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, song",1400 m,"Adult male singing day song from exposed perch on top of tall Arizona Cypress, also giving little nidge rasp notes (many after 6:10) and rattles, and notes similar to Brown-crested, in between the songs.  Highly unusual sustained song from this species.  1st of two recordings of this individual.",128000 (bps),mp3,both,Brown-crested Flycatcher (Myiarchus tyrannulus); Pine Siskin (Spinus pinus); Broad-tailed Hummingbird (Selasphorus platycercus); Curve-billed Thrasher (Toxostoma curvirostre); Gambel's Quail (Callipepla gambelii); House Finch (Haemorhous mexicanus); Cactus Wren (Campylorhynchus brunneicapillus); Broad-billed Hummingbird (Cynanthus latirostris); Acorn Woodpecker (Melanerpes formicivorus); Mourning Dove (Zenaida macroura); Mexican Jay (Aphelocoma wollweberi); Pyrrhuloxia (Cardinalis sinuatus); Ladder-backed Woodpecker (Dryobates scalaris); Canyon Towhee (Melozone fusca),261334,https://www.xeno-canto.org/261334,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),07:09,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4234,4.5,no,bulori,1 (mono),2015-04-23,both,265,XC261335.mp3,level,Bullock's Oriole,7-20,XC261335 Bullock's Oriole (Icterus bullockii),"['Spinus pinus_Pine Siskin', 'Campylorhynchus brunneicapillus_Cactus Wren', 'Icterus cucullatus_Hooded Oriole', 'Zenaida asiatica_White-winged Dove', 'Cardinalis cardinalis_Northern Cardinal', ""Callipepla gambelii_Gambel's Quail"", 'Zenaida macroura_Mourning Dove', 'Cardinalis sinuatus_Pyrrhuloxia', 'Haemorhous mexicanus_House Finch']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, song",1400 m,"calling (cherk calls) and progressively singing (day song) from fairly exposed perches high in several sycamore trees; adult male, second recording of it (Individual No 2)",128000 (bps),mp3,both,Pine Siskin (Spinus pinus); Cactus Wren (Campylorhynchus brunneicapillus); Hooded Oriole (Icterus cucullatus); White-winged Dove (Zenaida asiatica); Northern Cardinal (Cardinalis cardinalis); Gambel's Quail (Callipepla gambelii); Mourning Dove (Zenaida macroura); Pyrrhuloxia (Cardinalis sinuatus); House Finch (Haemorhous mexicanus),261335,https://www.xeno-canto.org/261335,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,0-3(s),08:20,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4235,4.5,no,bulori,1 (mono),2015-05-23,both,421,XC261339.mp3,level,Bullock's Oriole,7-20,XC261339 Bullock's Oriole (Icterus bullockii),"['Molothrus ater_Brown-headed Cowbird', 'Dryobates scalaris_Ladder-backed Woodpecker', 'Zenaida macroura_Mourning Dove', ""Vireo bellii_Bell's Vireo""]",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song and rattles",1400 m,"adult male starting with dawn rattling, eventually adding some complex dawn song, e.g., after 5:00, but mostly rattles and rather boring; out in short mesquites; moved twice during this recording and moved again at end; one of two individuals recorded regularly this summer (Individual No 1, 1st recording)",128000 (bps),mp3,both,American Yellow Warbler (Setophaga aestiva); Brown-headed Cowbird (Molothrus ater); Ladder-backed Woodpecker (Dryobates scalaris); Mourning Dove (Zenaida macroura); Bell's Vireo (Vireo bellii),261339,https://www.xeno-canto.org/261339,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),04:49,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4236,4.5,no,bulori,1 (mono),2015-05-23,both,154,XC261340.mp3,level,Bullock's Oriole,>20,XC261340 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Campylorhynchus brunneicapillus_Cactus Wren', ""Icterus bullockii_Bullock's Oriole"", 'Amphispiza bilineata_Black-throated Sparrow', 'Zenaida macroura_Mourning Dove', 'Bubo virginianus_Great Horned Owl', ""Callipepla gambelii_Gambel's Quail""]",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song and rattles",1400 m,"adult male counter-singing to No 2 from low in short mesquites, moving around regularly; mostly day-song like dawn songs, but one burst of more creativity and complexity after 1:40 to 2:05 (Individual No 1, 2nd recording)",128000 (bps),mp3,both,House Finch (Haemorhous mexicanus); Brown-crested Flycatcher (Myiarchus tyrannulus); Cactus Wren (Campylorhynchus brunneicapillus); Bullock's Oriole (Icterus bullockii); Black-throated Sparrow (Amphispiza bilineata); Mourning Dove (Zenaida macroura); Great Horned Owl (Bubo virginianus); Gambel's Quail (Callipepla gambelii),261340,https://www.xeno-canto.org/261340,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),04:59,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4237,4.5,no,bulori,1 (mono),2015-05-23,both,264,XC261341.mp3,level,Bullock's Oriole,7-20,XC261341 Bullock's Oriole (Icterus bullockii),"['Haemorhous mexicanus_House Finch', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Zenaida asiatica_White-winged Dove', ""Leiothlypis luciae_Lucy's Warbler"", 'Melozone fusca_Canyon Towhee', 'Campylorhynchus brunneicapillus_Cactus Wren', ""Callipepla gambelii_Gambel's Quail"", 'Zenaida macroura_Mourning Dove', ""Icterus bullockii_Bullock's Oriole"", 'Geococcyx californianus_Greater Roadrunner', 'Tyrannus verticalis_Western Kingbird']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song and rattles",1400 m,"some complex dawn song in first third, progressively vocalizing less and preening more, just rattling, then flew off back toward breeding trees (Individual No 1, 3rd recording)",128000 (bps),mp3,both,House Finch (Haemorhous mexicanus); Brown-crested Flycatcher (Myiarchus tyrannulus); White-winged Dove (Zenaida asiatica); Lucy's Warbler (Leiothlypis luciae); Canyon Towhee (Melozone fusca); Cactus Wren (Campylorhynchus brunneicapillus); Gambel's Quail (Callipepla gambelii); Mourning Dove (Zenaida macroura); Bullock's Oriole (Icterus bullockii); Greater Roadrunner (Geococcyx californianus); Western Kingbird (Tyrannus verticalis),261341,https://www.xeno-canto.org/261341,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),05:05,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4238,4.5,no,bulori,1 (mono),2015-05-08,both,90,XC261345.mp3,level,Bullock's Oriole,7-20,XC261345 Bullock's Oriole (Icterus bullockii),"['Amphispiza bilineata_Black-throated Sparrow', ""Leiothlypis luciae_Lucy's Warbler"", 'Myiarchus tyrannulus_Brown-crested Flycatcher', ""Icterus bullockii_Bullock's Oriole"", 'Zenaida macroura_Mourning Dove', 'Cardinalis cardinalis_Northern Cardinal', 'Haemorhous mexicanus_House Finch', ""Callipepla gambelii_Gambel's Quail"", 'Icterus cucullatus_Hooded Oriole']",yes,Icterus bullockii," Portal, Arizona",31.906,44100 (Hz),"call, dawn song and rattles",1400 m,"Individual No 2 (adult male), 2nd recording, cont. counter-singing with No 1;some complex dawn song in first half",128000 (bps),mp3,both,Black-throated Sparrow (Amphispiza bilineata); Lucy's Warbler (Leiothlypis luciae); Brown-crested Flycatcher (Myiarchus tyrannulus); Bullock's Oriole (Icterus bullockii); Mourning Dove (Zenaida macroura); Northern Cardinal (Cardinalis cardinalis); House Finch (Haemorhous mexicanus); Gambel's Quail (Callipepla gambelii); Hooded Oriole (Icterus cucullatus),261345,https://www.xeno-canto.org/261345,United States,Richard E. Webster,Icterus bullockii_Bullock's Oriole,-109.1543,3-6(s),05:13,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
